dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty,,,,,YEAR,,,,
01-05-1964,10.905,0.084,16.801,0.221,5.202,0.139,15.856,0.066,,,,,1964,,,,
01-06-1964,13.459,0.068,19.275,0.161,7.536,0.24,16.591,0.064,,,,,1964,,,,
01-07-1964,14.301,0.125,20.065,0.196,8.572,0.15,16.784,0.073,,,,,1964,,,,
01-08-1964,13.678,0.178,19.386,0.241,8.05,0.305,16.634,0.078,,,,,1964,,,,
01-09-1964,11.604,0.065,17.394,0.173,6.11,0.142,16.002,0.06,,,,,1964,,,,
01-10-1964,8.832,0.063,14.654,0.191,3.218,0.097,15.171,0.061,,,,,1964,,,,
01-11-1964,5.983,0.041,11.609,0.14,0.483,0.082,14.202,0.056,,,,,1964,,,,
01-12-1964,3.458,0.046,8.759,0.148,-1.783,0.079,13.522,0.059,,,,,1964,,,,
01-01-1965,2.862,0.069,8.418,0.107,-2.526,0.133,13.545,0.061,,,,,1965,,,,
01-02-1965,3.036,0.084,8.907,0.078,-2.822,0.187,13.698,0.061,,,,,1965,,,,
01-03-1965,5.182,0.125,11.22,0.146,-0.735,0.224,14.285,0.068,,,,,1965,,,,
01-04-1965,7.99,0.078,13.841,0.14,2.168,0.123,15.095,0.061,,,,,1965,,,,
01-05-1965,11.222,0.174,17.168,0.32,5.262,0.456,16.007,0.079,,,,,1965,,,,
01-06-1965,13.308,0.223,19.126,0.518,7.483,0.336,16.532,0.087,,,,,1965,,,,
01-07-1965,14.078,0.139,19.869,0.242,8.376,0.348,16.762,0.076,,,,,1965,,,,
01-08-1965,13.807,0.086,19.583,0.097,8.184,0.102,16.803,0.065,,,,,1965,,,,
01-09-1965,11.73,0.083,17.407,0.168,6.096,0.132,16.154,0.064,,,,,1965,,,,
01-10-1965,9.488,0.07,15.11,0.105,3.8,0.09,15.406,0.063,,,,,1965,,,,
01-11-1965,5.86,0.076,11.337,0.184,0.354,0.145,14.287,0.06,,,,,1965,,,,
01-12-1965,3.766,0.099,9.235,0.109,-1.543,0.066,13.775,0.062,,,,,1965,,,,
01-01-1966,2.49,0.059,8.049,0.069,-3.041,0.098,13.495,0.057,,,,,1966,,,,
01-02-1966,3.29,0.111,9.005,0.132,-2.421,0.151,13.81,0.062,,,,,1966,,,,
01-03-1966,5.527,0.125,11.296,0.119,-0.42,0.16,14.445,0.066,,,,,1966,,,,
01-04-1966,8.161,0.068,13.951,0.104,2.331,0.106,15.254,0.059,,,,,1966,,,,
01-05-1966,11.2,0.064,17.07,0.213,5.189,0.171,15.987,0.061,,,,,1966,,,,
01-06-1966,13.587,0.161,19.378,0.251,7.723,0.175,16.693,0.076,,,,,1966,,,,
01-07-1966,14.569,0.112,20.392,0.1,8.823,0.126,17.033,0.07,,,,,1966,,,,
01-08-1966,13.731,0.101,19.627,0.205,8.087,0.111,16.826,0.068,,,,,1966,,,,
01-09-1966,12.133,0.107,18.028,0.085,6.482,0.135,16.273,0.069,,,,,1966,,,,
01-10-1966,9.153,0.073,14.777,0.081,3.555,0.112,15.315,0.061,,,,,1966,,,,
01-11-1966,5.969,0.074,11.58,0.084,0.412,0.134,14.362,0.058,,,,,1966,,,,
01-12-1966,3.382,0.052,8.758,0.084,-1.927,0.13,13.683,0.057,,,,,1966,,,,
01-01-1967,2.71,0.07,8.395,0.062,-2.869,0.14,13.527,0.055,,,,,1967,,,,
01-02-1967,2.905,0.126,8.619,0.156,-2.772,0.159,13.688,0.064,,,,,1967,,,,
01-03-1967,5.396,0.079,11.222,0.107,-0.356,0.075,14.465,0.057,,,,,1967,,,,
01-04-1967,8.458,0.11,14.376,0.146,2.5,0.228,15.3,0.061,,,,,1967,,,,
01-05-1967,11.632,0.077,17.505,0.172,5.784,0.167,16.279,0.061,,,,,1967,,,,
01-06-1967,13.194,0.071,18.911,0.145,7.445,0.152,16.665,0.057,,,,,1967,,,,
01-07-1967,14.331,0.169,20.142,0.153,8.706,0.142,16.97,0.078,,,,,1967,,,,
01-08-1967,13.821,0.107,19.593,0.242,8.172,0.245,16.84,0.064,,,,,1967,,,,
01-09-1967,12.054,0.058,17.852,0.107,6.269,0.166,16.244,0.06,,,,,1967,,,,
01-10-1967,9.809,0.045,15.479,0.08,4.178,0.086,15.469,0.056,,,,,1967,,,,
01-11-1967,6.176,0.042,11.505,0.085,0.808,0.147,14.353,0.048,,,,,1967,,,,
01-12-1967,3.915,0.05,9.279,0.056,-1.42,0.114,13.73,0.05,,,,,1967,,,,
01-01-1968,2.353,0.094,7.867,0.102,-3.062,0.075,13.389,0.054,,,,,1968,,,,
01-02-1968,3.245,0.124,8.88,0.098,-2.319,0.082,13.724,0.059,,,,,1968,,,,
01-03-1968,6.117,0.069,11.907,0.126,0.285,0.068,14.581,0.052,,,,,1968,,,,
01-04-1968,8.455,0.143,14.427,0.115,2.596,0.281,15.261,0.064,,,,,1968,,,,
01-05-1968,11.068,0.111,16.76,0.16,5.176,0.201,15.99,0.062,,,,,1968,,,,
01-06-1968,13.204,0.187,18.873,0.16,7.318,0.213,16.696,0.073,,,,,1968,,,,
01-07-1968,14.026,0.089,19.734,0.137,8.431,0.105,16.887,0.058,,,,,1968,,,,
01-08-1968,13.524,0.08,19.238,0.079,7.892,0.14,16.794,0.057,,,,,1968,,,,
01-09-1968,11.62,0.19,17.348,0.223,5.942,0.152,16.155,0.076,,,,,1968,,,,
01-10-1968,9.453,0.138,15.086,0.127,3.787,0.263,15.481,0.066,,,,,1968,,,,
01-11-1968,5.891,0.062,11.3,0.105,0.357,0.135,14.418,0.051,,,,,1968,,,,
01-12-1968,3.24,0.053,8.551,0.135,-2.116,0.103,13.791,0.05,,,,,1968,,,,
01-01-1969,1.966,0.053,7.229,0.091,-3.298,0.116,13.518,0.048,,,,,1969,,,,
01-02-1969,2.45,0.092,7.969,0.126,-3.191,0.151,13.747,0.052,,,,,1969,,,,
01-03-1969,5.131,0.106,11.018,0.106,-0.824,0.213,14.576,0.056,,,,,1969,,,,
01-04-1969,8.576,0.125,14.286,0.201,2.69,0.237,15.518,0.062,,,,,1969,,,,
01-05-1969,11.354,0.077,17.064,0.157,5.565,0.241,16.329,0.053,,,,,1969,,,,
01-06-1969,13.475,0.119,19.208,0.256,7.568,0.34,16.83,0.062,,,,,1969,,,,
01-07-1969,14.218,0.109,20.024,0.226,8.666,0.163,16.924,0.059,,,,,1969,,,,
01-08-1969,13.804,0.08,19.628,0.16,8.124,0.224,16.945,0.056,,,,,1969,,,,
01-09-1969,12.048,0.057,17.67,0.112,6.421,0.141,16.337,0.053,,,,,1969,,,,
01-10-1969,9.489,0.065,14.888,0.155,4.05,0.269,15.445,0.056,,,,,1969,,,,
01-11-1969,6.42,0.053,11.974,0.125,0.923,0.141,14.524,0.051,,,,,1969,,,,
01-12-1969,4.21,0.086,9.587,0.103,-1.139,0.113,13.993,0.054,,,,,1969,,,,
01-01-1970,2.836,0.084,8.288,0.117,-2.584,0.099,13.711,0.052,,,,,1970,,,,
01-02-1970,3.735,0.082,9.543,0.108,-2.02,0.127,14.022,0.053,,,,,1970,,,,
01-03-1970,5.272,0.114,11.066,0.18,-0.545,0.211,14.503,0.058,,,,,1970,,,,
01-04-1970,8.603,0.066,14.383,0.179,2.739,0.113,15.44,0.051,,,,,1970,,,,
01-05-1970,11.206,0.099,17.165,0.121,5.402,0.107,16.104,0.055,,,,,1970,,,,
01-06-1970,13.513,0.086,19.368,0.203,7.599,0.189,16.672,0.056,,,,,1970,,,,
01-07-1970,14.395,0.1,20.254,0.114,8.723,0.099,16.912,0.058,,,,,1970,,,,
01-08-1970,13.658,0.062,19.43,0.179,8.097,0.122,16.748,0.052,,,,,1970,,,,
01-09-1970,12.277,0.063,17.879,0.089,6.62,0.124,16.335,0.055,,,,,1970,,,,
01-10-1970,9.348,0.042,14.96,0.089,3.787,0.103,15.42,0.051,,,,,1970,,,,
01-11-1970,6.047,0.059,11.562,0.109,0.524,0.082,14.418,0.05,,,,,1970,,,,
01-12-1970,3.521,0.05,8.941,0.094,-1.829,0.084,13.707,0.048,,,,,1970,,,,
01-01-1971,2.967,0.101,8.531,0.122,-2.531,0.125,13.615,0.054,,,,,1971,,,,
01-02-1971,2.867,0.17,8.579,0.145,-2.723,0.199,13.627,0.067,,,,,1971,,,,
01-03-1971,5.001,0.063,10.967,0.154,-0.896,0.11,14.254,0.049,,,,,1971,,,,
01-04-1971,8.339,0.067,14.267,0.09,2.516,0.251,15.227,0.049,,,,,1971,,,,
01-05-1971,11.211,0.112,17.186,0.12,5.384,0.159,15.963,0.058,,,,,1971,,,,
01-06-1971,13.099,0.104,18.992,0.227,7.436,0.126,16.539,0.059,,,,,1971,,,,
01-07-1971,14.139,0.106,19.984,0.142,8.511,0.125,16.846,0.061,,,,,1971,,,,
01-08-1971,13.879,0.076,19.593,0.122,8.086,0.082,16.752,0.056,,,,,1971,,,,
01-09-1971,12.139,0.129,17.918,0.317,6.463,0.303,16.22,0.062,,,,,1971,,,,
01-10-1971,9.388,0.106,15.146,0.127,3.809,0.16,15.298,0.056,,,,,1971,,,,
01-11-1971,6.295,0.076,11.842,0.112,0.931,0.131,14.399,0.052,,,,,1971,,,,
01-12-1971,3.867,0.065,9.228,0.118,-1.439,0.126,13.66,0.051,,,,,1971,,,,
01-01-1972,1.882,0.086,7.392,0.143,-3.549,0.205,13.298,0.053,,,,,1972,,,,
01-02-1972,2.609,0.105,8.219,0.113,-3.115,0.199,13.644,0.054,,,,,1972,,,,
01-03-1972,5.287,0.05,11.169,0.087,-0.672,0.152,14.446,0.048,,,,,1972,,,,
01-04-1972,8.337,0.067,14.148,0.123,2.498,0.11,15.291,0.051,,,,,1972,,,,
01-05-1972,11.155,0.091,16.968,0.125,5.361,0.196,16.095,0.058,,,,,1972,,,,
01-06-1972,13.501,0.113,19.231,0.156,7.627,0.127,16.729,0.061,,,,,1972,,,,
01-07-1972,14.231,0.118,20.037,0.123,8.568,0.104,16.956,0.063,,,,,1972,,,,
01-08-1972,14.171,0.096,19.88,0.154,8.386,0.19,16.978,0.057,,,,,1972,,,,
01-09-1972,11.901,0.126,17.529,0.2,6.166,0.217,16.27,0.061,,,,,1972,,,,
01-10-1972,9.346,0.141,15.057,0.198,3.84,0.232,15.438,0.064,,,,,1972,,,,
01-11-1972,5.797,0.079,11.167,0.094,0.52,0.129,14.419,0.05,,,,,1972,,,,
01-12-1972,3.778,0.072,9.182,0.181,-1.492,0.084,13.951,0.05,,,,,1972,,,,
01-01-1973,3.038,0.092,8.492,0.152,-2.308,0.104,13.774,0.052,,,,,1973,,,,
01-02-1973,3.898,0.161,9.496,0.135,-1.654,0.087,14.14,0.064,,,,,1973,,,,
01-03-1973,5.82,0.096,11.605,0.212,0.109,0.142,14.663,0.052,,,,,1973,,,,
01-04-1973,8.938,0.103,14.51,0.108,3.107,0.106,15.528,0.055,,,,,1973,,,,
01-05-1973,11.769,0.082,17.417,0.158,5.926,0.164,16.288,0.053,,,,,1973,,,,
01-06-1973,13.824,0.085,19.497,0.126,8.155,0.122,16.795,0.052,,,,,1973,,,,
01-07-1973,14.435,0.129,20.112,0.093,8.989,0.11,17.002,0.061,,,,,1973,,,,
01-08-1973,13.869,0.151,19.707,0.149,8.427,0.133,16.889,0.062,,,,,1973,,,,
01-09-1973,12.125,0.081,17.815,0.168,6.504,0.102,16.267,0.054,,,,,1973,,,,
01-10-1973,9.609,0.064,15.182,0.111,3.913,0.095,15.419,0.053,,,,,1973,,,,
01-11-1973,6.222,0.083,11.667,0.052,0.788,0.202,14.381,0.05,,,,,1973,,,,
01-12-1973,3.832,0.082,9.292,0.111,-1.514,0.073,13.711,0.051,,,,,1973,,,,
01-01-1974,2.261,0.096,7.464,0.109,-2.894,0.096,13.3,0.052,,,,,1974,,,,
01-02-1974,2.582,0.127,8.118,0.093,-2.926,0.074,13.49,0.057,,,,,1974,,,,
01-03-1974,5.19,0.114,10.966,0.134,-0.495,0.098,14.267,0.054,,,,,1974,,,,
01-04-1974,8.386,0.091,14.179,0.078,2.59,0.117,15.182,0.053,,,,,1974,,,,
01-05-1974,11.198,0.087,16.932,0.121,5.47,0.093,15.957,0.053,,,,,1974,,,,
01-06-1974,13.382,0.131,19.235,0.099,7.591,0.085,16.616,0.063,,,,,1974,,,,
01-07-1974,14.288,0.059,19.925,0.128,8.654,0.109,16.846,0.053,,,,,1974,,,,
01-08-1974,14.016,0.105,19.652,0.158,8.391,0.13,16.912,0.06,,,,,1974,,,,
01-09-1974,11.744,0.135,17.43,0.18,6.14,0.22,16.197,0.065,,,,,1974,,,,
01-10-1974,9.098,0.059,14.884,0.079,3.423,0.112,15.274,0.051,,,,,1974,,,,
01-11-1974,5.915,0.123,11.459,0.138,0.389,0.163,14.32,0.057,,,,,1974,,,,
01-12-1974,3.55,0.127,8.739,0.155,-1.522,0.126,13.656,0.057,,,,,1974,,,,
01-01-1975,3.059,0.078,8.484,0.071,-2.257,0.121,13.621,0.051,,,,,1975,,,,
01-02-1975,3.395,0.107,9.026,0.133,-2.096,0.095,13.857,0.053,,,,,1975,,,,
01-03-1975,5.706,0.07,11.384,0.103,-0.15,0.098,14.538,0.048,,,,,1975,,,,
01-04-1975,8.584,0.066,14.399,0.066,2.882,0.088,15.297,0.049,,,,,1975,,,,
01-05-1975,11.742,0.087,17.484,0.198,5.842,0.145,16.136,0.054,,,,,1975,,,,
01-06-1975,13.557,0.109,19.275,0.161,7.796,0.197,16.682,0.057,,,,,1975,,,,
01-07-1975,14.351,0.096,20.051,0.18,8.637,0.141,16.877,0.059,,,,,1975,,,,
01-08-1975,13.514,0.219,19.248,0.244,7.892,0.107,16.665,0.079,,,,,1975,,,,
01-09-1975,12.152,0.127,17.804,0.115,6.54,0.096,16.216,0.061,,,,,1975,,,,
01-10-1975,9.318,0.064,14.908,0.154,3.671,0.215,15.292,0.053,,,,,1975,,,,
01-11-1975,5.893,0.056,11.462,0.086,0.332,0.127,14.126,0.049,,,,,1975,,,,
01-12-1975,3.667,0.086,9.079,0.088,-1.636,0.103,13.557,0.051,,,,,1975,,,,
01-01-1976,2.884,0.068,8.398,0.079,-2.452,0.11,13.442,0.05,,,,,1976,,,,
01-02-1976,3.031,0.069,8.509,0.104,-2.443,0.094,13.619,0.05,,,,,1976,,,,
01-03-1976,4.517,0.06,10.305,0.082,-1.204,0.082,14.124,0.049,,,,,1976,,,,
01-04-1976,8.294,0.086,14.177,0.132,2.489,0.106,15.135,0.053,,,,,1976,,,,
01-05-1976,10.942,0.163,16.728,0.149,5.176,0.108,15.778,0.067,,,,,1976,,,,
01-06-1976,13.086,0.103,18.954,0.173,7.345,0.13,16.448,0.06,,,,,1976,,,,
01-07-1976,14.155,0.18,19.852,0.245,8.349,0.221,16.864,0.073,,,,,1976,,,,
01-08-1976,13.511,0.17,19.163,0.234,7.646,0.222,16.671,0.072,,,,,1976,,,,
01-09-1976,11.895,0.053,17.74,0.079,6.197,0.1,16.185,0.056,,,,,1976,,,,
01-10-1976,8.511,0.111,14.028,0.253,3.113,0.22,15.167,0.059,,,,,1976,,,,
01-11-1976,5.66,0.062,11.156,0.124,0.302,0.164,14.299,0.05,,,,,1976,,,,
01-12-1976,3.681,0.082,9.086,0.155,-1.708,0.16,13.841,0.05,,,,,1976,,,,
01-01-1977,2.492,0.087,7.764,0.197,-2.648,0.16,13.647,0.05,,,,,1977,,,,
01-02-1977,3.471,0.12,9.135,0.088,-2.152,0.145,14.001,0.056,,,,,1977,,,,
01-03-1977,5.702,0.11,11.581,0.123,-0.035,0.168,14.639,0.055,,,,,1977,,,,
01-04-1977,8.85,0.064,14.751,0.092,3.058,0.081,15.47,0.049,,,,,1977,,,,
01-05-1977,11.78,0.133,17.594,0.163,6.009,0.227,16.286,0.061,,,,,1977,,,,
01-06-1977,13.876,0.11,19.628,0.173,8.058,0.184,16.846,0.056,,,,,1977,,,,
01-07-1977,14.631,0.111,20.327,0.122,8.971,0.206,17.047,0.06,,,,,1977,,,,
01-08-1977,14.09,0.078,19.673,0.162,8.464,0.134,16.979,0.053,,,,,1977,,,,
01-09-1977,11.862,0.065,17.535,0.073,6.35,0.111,16.312,0.054,,,,,1977,,,,
01-10-1977,9.156,0.041,14.875,0.106,3.586,0.09,15.387,0.049,,,,,1977,,,,
01-11-1977,6.544,0.062,11.962,0.101,1.259,0.07,14.544,0.048,,,,,1977,,,,
01-12-1977,3.749,0.035,9.001,0.1,-1.385,0.139,13.741,0.045,,,,,1977,,,,
01-01-1978,2.705,0.095,8.006,0.078,-2.52,0.078,13.587,0.054,,,,,1978,,,,
01-02-1978,3.456,0.137,9.006,0.2,-2.149,0.2,13.904,0.06,,,,,1978,,,,
01-03-1978,5.607,0.097,11.344,0.055,-0.074,0.174,14.555,0.052,,,,,1978,,,,
01-04-1978,8.791,0.088,14.628,0.344,3.084,0.416,15.372,0.05,,,,,1978,,,,
01-05-1978,11.414,0.139,17.131,0.236,5.723,0.314,16.101,0.061,,,,,1978,,,,
01-06-1978,13.22,0.106,18.891,0.164,7.715,0.213,16.601,0.057,,,,,1978,,,,
01-07-1978,14.364,0.158,19.911,0.132,8.894,0.237,16.935,0.067,,,,,1978,,,,
01-08-1978,13.297,0.099,18.974,0.155,7.681,0.173,16.623,0.056,,,,,1978,,,,
01-09-1978,12.03,0.096,17.64,0.164,6.431,0.127,16.281,0.058,,,,,1978,,,,
01-10-1978,9.339,0.082,14.964,0.145,3.803,0.15,15.337,0.054,,,,,1978,,,,
01-11-1978,6.35,0.081,11.685,0.112,1.08,0.126,14.522,0.05,,,,,1978,,,,
01-12-1978,3.74,0.068,9.195,0.085,-1.617,0.093,13.793,0.047,,,,,1978,,,,
01-01-1979,2.679,0.083,8.071,0.125,-2.625,0.1,13.63,0.048,,,,,1979,,,,
01-02-1979,2.841,0.089,8.525,0.076,-2.759,0.147,13.768,0.047,,,,,1979,,,,
01-03-1979,5.474,0.102,11.331,0.187,-0.129,0.272,14.565,0.051,,,,,1979,,,,
01-04-1979,8.455,0.078,14.273,0.258,2.623,0.303,15.391,0.046,,,,,1979,,,,
01-05-1979,11.199,0.149,17.139,0.198,5.712,0.212,16.076,0.058,,,,,1979,,,,
01-06-1979,13.487,0.067,19.366,0.213,7.818,0.215,16.772,0.043,,,,,1979,,,,
01-07-1979,14.114,0.054,19.945,0.109,8.491,0.117,16.992,0.042,,,,,1979,,,,
01-08-1979,13.833,0.087,19.623,0.16,8.266,0.181,16.978,0.046,,,,,1979,,,,
01-09-1979,12.247,0.091,18.059,0.18,6.714,0.24,16.45,0.048,,,,,1979,,,,
01-10-1979,9.586,0.09,15.354,0.116,4.054,0.125,15.557,0.049,,,,,1979,,,,
01-11-1979,6.286,0.079,11.807,0.13,0.905,0.051,14.609,0.047,,,,,1979,,,,
01-12-1979,4.6,0.068,10,0.115,-0.669,0.051,14.182,0.045,,,,,1979,,,,
01-01-1980,2.956,0.087,8.468,0.08,-2.457,0.124,13.812,0.049,,,,,1980,,,,
01-02-1980,3.652,0.099,9.26,0.129,-1.864,0.115,14.112,0.05,,,,,1980,,,,
01-03-1980,5.367,0.103,11.24,0.16,-0.379,0.126,14.646,0.052,,,,,1980,,,,
01-04-1980,8.935,0.106,14.821,0.129,3.109,0.175,15.578,0.052,,,,,1980,,,,
01-05-1980,11.77,0.089,17.713,0.234,6.131,0.172,16.314,0.05,,,,,1980,,,,
01-06-1980,13.582,0.134,19.375,0.185,7.901,0.299,16.806,0.058,,,,,1980,,,,
01-07-1980,14.742,0.144,20.466,0.179,9.102,0.214,17.171,0.06,,,,,1980,,,,
01-08-1980,14.189,0.221,19.814,0.117,8.563,0.089,17.049,0.077,,,,,1980,,,,
01-09-1980,12.321,0.08,18.121,0.152,6.642,0.146,16.427,0.051,,,,,1980,,,,
01-10-1980,9.55,0.064,15.17,0.118,4.051,0.112,15.45,0.048,,,,,1980,,,,
01-11-1980,6.684,0.094,12.196,0.183,1.334,0.143,14.645,0.051,,,,,1980,,,,
01-12-1980,4.016,0.059,9.431,0.165,-1.277,0.086,13.892,0.046,,,,,1980,,,,
01-01-1981,3.785,0.121,9.267,0.193,-1.298,0.153,13.963,0.055,,,,,1981,,,,
01-02-1981,4.021,0.139,9.689,0.133,-1.41,0.119,14.073,0.059,,,,,1981,,,,
01-03-1981,6.239,0.035,12.05,0.063,0.554,0.161,14.769,0.045,,,,,1981,,,,
01-04-1981,8.953,0.08,14.817,0.206,3.131,0.25,15.432,0.05,,,,,1981,,,,
01-05-1981,11.565,0.084,17.471,0.33,5.901,0.345,16.198,0.049,,,,,1981,,,,
01-06-1981,13.765,0.122,19.611,0.126,8.065,0.148,16.932,0.058,,,,,1981,,,,
01-07-1981,14.738,0.082,20.398,0.122,9.208,0.132,17.217,0.054,,,,,1981,,,,
01-08-1981,14.502,0.099,20.293,0.092,8.977,0.081,17.123,0.055,,,,,1981,,,,
01-09-1981,12.236,0.118,17.95,0.098,6.646,0.139,16.466,0.058,,,,,1981,,,,
01-10-1981,9.394,0.059,14.979,0.096,3.765,0.066,15.453,0.05,,,,,1981,,,,
01-11-1981,6.273,0.058,11.669,0.114,0.97,0.099,14.47,0.047,,,,,1981,,,,
01-12-1981,4.519,0.05,10.068,0.094,-0.878,0.076,14.098,0.048,,,,,1981,,,,
01-01-1982,2.558,0.08,8.09,0.13,-2.777,0.097,13.587,0.053,,,,,1982,,,,
01-02-1982,3.281,0.077,8.843,0.076,-2.075,0.07,13.852,0.053,,,,,1982,,,,
01-03-1982,4.873,0.087,10.667,0.139,-0.722,0.137,14.337,0.054,,,,,1982,,,,
01-04-1982,8.465,0.093,14.388,0.223,2.89,0.433,15.33,0.054,,,,,1982,,,,
01-05-1982,11.348,0.09,17.149,0.305,5.727,0.283,16.144,0.054,,,,,1982,,,,
01-06-1982,13.245,0.071,19.083,0.234,7.556,0.251,16.625,0.053,,,,,1982,,,,
01-07-1982,14.545,0.073,20.311,0.301,9.019,0.397,17,0.058,,,,,1982,,,,
01-08-1982,13.796,0.067,19.534,0.166,8.465,0.217,16.867,0.054,,,,,1982,,,,
01-09-1982,12.039,0.067,17.75,0.155,6.675,0.213,16.354,0.055,,,,,1982,,,,
01-10-1982,9.232,0.066,14.845,0.129,3.917,0.139,15.493,0.054,,,,,1982,,,,
01-11-1982,5.961,0.111,11.314,0.117,0.909,0.184,14.446,0.057,,,,,1982,,,,
01-12-1982,4.327,0.11,9.637,0.077,-0.705,0.064,14.068,0.058,,,,,1982,,,,
01-01-1983,3.445,0.115,8.747,0.084,-1.65,0.08,13.979,0.057,,,,,1983,,,,
01-02-1983,3.814,0.173,9.427,0.088,-1.592,0.085,14.169,0.068,,,,,1983,,,,
01-03-1983,5.699,0.09,11.503,0.055,0.097,0.091,14.683,0.053,,,,,1983,,,,
01-04-1983,8.693,0.05,14.45,0.092,3.053,0.134,15.468,0.048,,,,,1983,,,,
01-05-1983,11.729,0.106,17.477,0.136,6.144,0.187,16.34,0.056,,,,,1983,,,,
01-06-1983,13.478,0.124,19.217,0.147,7.819,0.17,16.786,0.061,,,,,1983,,,,
01-07-1983,14.408,0.07,20.139,0.138,8.829,0.115,17.068,0.054,,,,,1983,,,,
01-08-1983,14.302,0.061,20.105,0.177,8.729,0.1,17.145,0.052,,,,,1983,,,,
01-09-1983,12.698,0.098,18.412,0.093,7.08,0.16,16.573,0.059,,,,,1983,,,,
01-10-1983,9.478,0.096,15.097,0.088,4.011,0.155,15.498,0.058,,,,,1983,,,,
01-11-1983,6.765,0.091,12.334,0.151,1.421,0.134,14.648,0.054,,,,,1983,,,,
01-12-1983,3.829,0.054,9.25,0.127,-1.312,0.08,13.886,0.05,,,,,1983,,,,
01-01-1984,2.941,0.081,8.338,0.111,-2.235,0.085,13.701,0.052,,,,,1984,,,,
01-02-1984,3.093,0.101,8.786,0.136,-2.452,0.169,13.878,0.056,,,,,1984,,,,
01-03-1984,5.671,0.084,11.541,0.1,-0.078,0.06,14.608,0.056,,,,,1984,,,,
01-04-1984,8.432,0.163,14.335,0.23,2.608,0.209,15.37,0.068,,,,,1984,,,,
01-05-1984,11.976,0.061,17.86,0.115,6.211,0.138,16.295,0.052,,,,,1984,,,,
01-06-1984,13.387,0.191,19.05,0.127,7.662,0.167,16.668,0.073,,,,,1984,,,,
01-07-1984,14.429,0.137,20.109,0.075,8.958,0.191,16.961,0.063,,,,,1984,,,,
01-08-1984,13.984,0.085,19.83,0.235,8.33,0.151,16.972,0.054,,,,,1984,,,,
01-09-1984,12.015,0.074,17.718,0.098,6.5,0.096,16.385,0.053,,,,,1984,,,,
01-10-1984,9.378,0.082,14.891,0.066,4.015,0.101,15.368,0.054,,,,,1984,,,,
01-11-1984,5.811,0.106,11.243,0.166,0.602,0.088,14.32,0.055,,,,,1984,,,,
01-12-1984,3.185,0.066,8.411,0.15,-1.88,0.109,13.604,0.05,,,,,1984,,,,
01-01-1985,3.01,0.082,8.385,0.122,-2.22,0.063,13.678,0.052,,,,,1985,,,,
01-02-1985,2.704,0.085,8.322,0.117,-2.853,0.08,13.731,0.051,,,,,1985,,,,
01-03-1985,5.451,0.06,11.194,0.087,-0.133,0.086,14.526,0.05,,,,,1985,,,,
01-04-1985,8.633,0.085,14.421,0.085,2.905,0.113,15.356,0.054,,,,,1985,,,,
01-05-1985,11.426,0.066,17.203,0.117,5.756,0.119,16.136,0.05,,,,,1985,,,,
01-06-1985,13.569,0.187,19.396,0.24,7.908,0.146,16.713,0.07,,,,,1985,,,,
01-07-1985,13.973,0.087,19.711,0.113,8.362,0.141,16.906,0.051,,,,,1985,,,,
01-08-1985,14.059,0.087,19.757,0.113,8.515,0.092,17.013,0.05,,,,,1985,,,,
01-09-1985,11.98,0.08,17.634,0.138,6.482,0.135,16.357,0.054,,,,,1985,,,,
01-10-1985,9.338,0.089,14.808,0.048,4.051,0.099,15.476,0.054,,,,,1985,,,,
01-11-1985,5.968,0.104,11.331,0.102,0.703,0.107,14.388,0.055,,,,,1985,,,,
01-12-1985,3.785,0.107,9.044,0.154,-1.368,0.084,13.808,0.056,,,,,1985,,,,
01-01-1986,3.315,0.117,8.818,0.071,-2.011,0.076,13.724,0.057,,,,,1986,,,,
01-02-1986,3.991,0.113,9.699,0.202,-1.637,0.092,14.084,0.056,,,,,1986,,,,
01-03-1986,5.755,0.048,11.629,0.077,0.015,0.055,14.608,0.049,,,,,1986,,,,
01-04-1986,8.871,0.086,14.772,0.206,3.105,0.062,15.452,0.054,,,,,1986,,,,
01-05-1986,11.581,0.066,17.393,0.108,5.889,0.178,16.163,0.049,,,,,1986,,,,
01-06-1986,13.439,0.06,19.211,0.191,7.72,0.192,16.696,0.05,,,,,1986,,,,
01-07-1986,14.293,0.06,19.987,0.1,8.739,0.115,16.991,0.05,,,,,1986,,,,
01-08-1986,13.972,0.059,19.874,0.099,8.433,0.141,16.938,0.05,,,,,1986,,,,
01-09-1986,11.817,0.143,17.713,0.106,6.395,0.274,16.285,0.063,,,,,1986,,,,
01-10-1986,9.299,0.096,14.803,0.148,3.881,0.157,15.455,0.054,,,,,1986,,,,
01-11-1986,5.919,0.1,11.232,0.063,0.702,0.092,14.407,0.055,,,,,1986,,,,
01-12-1986,3.751,0.072,9.071,0.075,-1.399,0.105,13.805,0.052,,,,,1986,,,,
01-01-1987,3.139,0.115,8.701,0.082,-2.344,0.109,13.758,0.058,,,,,1987,,,,
01-02-1987,4.134,0.091,9.792,0.105,-1.366,0.092,14.161,0.053,,,,,1987,,,,
01-03-1987,5.245,0.076,11.203,0.074,-0.467,0.084,14.538,0.051,,,,,1987,,,,
